證券代號,證券名稱,國際證券編碼,發行股數,外資及陸資尚可投資股數,全體外資及陸資持有股數,外資及陸資尚可投資比率,全體外資及陸資持股比率,外資及陸資共用法令投資上限比率,陸資法令投資上限比率,與前日異動原因(註),最近一次上市公司申報外資及陸資持股異動日期,日期
2382,廣達,TW0002382009,"3,862,627,432","2,827,805,026","1,034,822,406",73.2,26.79,100.0,100.0,,107/05/16,2019-01-02
2382,廣達,TW0002382009,"3,862,627,432","2,827,842,322","1,034,785,110",73.21,26.78,100.0,100.0,,107/05/16,2019-01-03
2382,廣達,TW0002382009,"3,862,627,432","2,829,474,738","1,033,152,694",73.25,26.74,100.0,100.0,,107/05/16,2019-01-04
2382,廣達,TW0002382009,"3,862,627,432","2,830,568,778","1,032,058,654",73.28,26.71,100.0,100.0,,107/05/16,2019-01-07
2382,廣達,TW0002382009,"3,862,627,432","2,832,636,186","1,029,991,246",73.33,26.66,100.0,100.0,,107/05/16,2019-01-08
2382,廣達,TW0002382009,"3,862,627,432","2,831,469,401","1,031,158,031",73.3,26.69,100.0,100.0,,107/05/16,2019-01-09
2382,廣達,TW0002382009,"3,862,627,432","2,833,028,777","1,029,598,655",73.34,26.65,100.0,100.0, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2382&date=10801' target=_blank>4</a>,107/05/16,2019-01-10
2382,廣達,TW0002382009,"3,862,627,432","2,832,271,506","1,030,355,926",73.32,26.67,100.0,100.0,,107/05/16,2019-01-11
2382,廣達,TW0002382009,"3,862,627,432","2,833,204,056","1,029,423,376",73.34,26.65,100.0,100.0,,107/05/16,2019-01-14
2382,廣達,TW0002382009,"3,862,627,432","2,828,539,367","1,034,088,065",73.22,26.77,100.0,100.0,,107/05/16,2019-01-15
2382,廣達,TW0002382009,"3,862,627,432","2,828,332,239","1,034,295,193",73.22,26.77,100.0,100.0,,107/05/16,2019-01-16
2382,廣達,TW0002382009,"3,862,627,432","2,826,383,239","1,036,244,193",73.17,26.82,100.0,100.0,,107/05/16,2019-01-17
2382,廣達,TW0002382009,"3,862,627,432","2,826,035,421","1,036,592,011",73.16,26.83,100.0,100.0,,107/05/16,2019-01-18
2382,廣達,TW0002382009,"3,862,627,432","2,823,968,777","1,038,658,655",73.11,26.88,100.0,100.0, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2382&date=10801' target=_blank>4</a>,107/05/16,2019-01-21
2382,廣達,TW0002382009,"3,862,627,432","2,824,350,958","1,038,276,474",73.11,26.88,100.0,100.0,,107/05/16,2019-01-22
2382,廣達,TW0002382009,"3,862,627,432","2,825,822,996","1,036,804,436",73.15,26.84,100.0,100.0,,107/05/16,2019-01-23
2382,廣達,TW0002382009,"3,862,627,432","2,824,051,837","1,038,575,595",73.11,26.88,100.0,100.0, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2382&date=10801' target=_blank>4</a>,107/05/16,2019-01-24
2382,廣達,TW0002382009,"3,862,627,432","2,823,396,643","1,039,230,789",73.09,26.9,100.0,100.0,,107/05/16,2019-01-25
2382,廣達,TW0002382009,"3,862,627,432","2,823,085,139","1,039,542,293",73.08,26.91,100.0,100.0,,107/05/16,2019-01-28
2382,廣達,TW0002382009,"3,862,627,432","2,822,539,055","1,040,088,377",73.07,26.92,100.0,100.0,,107/05/16,2019-01-29
2382,廣達,TW0002382009,"3,862,627,432","2,819,360,191","1,043,267,241",72.99,27.0,100.0,100.0,,107/05/16,2019-01-30
2382,廣達,TW0002382009,"3,862,627,432","2,819,379,403","1,043,248,029",72.99,27.0,100.0,100.0,,107/05/16,2019-01-31
2382,廣達,TW0002382009,"3,862,627,432","2,819,379,403","1,043,248,029",72.99,27.0,100.0,100.0,,107/05/16,2019-02-01
2382,廣達,TW0002382009,"3,862,627,432","2,818,565,702","1,044,061,730",72.97,27.02,100.0,100.0,,107/05/16,2019-02-11
2382,廣達,TW0002382009,"3,862,627,432","2,817,235,158","1,045,392,274",72.93,27.06,100.0,100.0,,107/05/16,2019-02-12
2382,廣達,TW0002382009,"3,862,627,432","2,818,019,272","1,044,608,160",72.95,27.04,100.0,100.0,,107/05/16,2019-02-13
2382,廣達,TW0002382009,"3,862,627,432","2,813,610,022","1,049,017,410",72.84,27.15,100.0,100.0,,107/05/16,2019-02-14
2382,廣達,TW0002382009,"3,862,627,432","2,812,666,302","1,049,961,130",72.81,27.18,100.0,100.0, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2382&date=10802' target=_blank>4</a>,107/05/16,2019-02-15
2382,廣達,TW0002382009,"3,862,627,432","2,812,308,332","1,050,319,100",72.8,27.19,100.0,100.0,,107/05/16,2019-02-18
2382,廣達,TW0002382009,"3,862,627,432","2,811,971,332","1,050,656,100",72.79,27.2,100.0,100.0,,107/05/16,2019-02-19
2382,廣達,TW0002382009,"3,862,627,432","2,808,455,052","1,054,172,380",72.7,27.29,100.0,100.0,,107/05/16,2019-02-20
2382,廣達,TW0002382009,"3,862,627,432","2,811,329,967","1,051,297,465",72.78,27.21,100.0,100.0,,107/05/16,2019-02-21
2382,廣達,TW0002382009,"3,862,627,432","2,811,991,595","1,050,635,837",72.79,27.2,100.0,100.0,,107/05/16,2019-02-22
2382,廣達,TW0002382009,"3,862,627,432","2,810,611,555","1,052,015,877",72.76,27.23,100.0,100.0,,107/05/16,2019-02-25
2382,廣達,TW0002382009,"3,862,627,432","2,809,518,843","1,053,108,589",72.73,27.26,100.0,100.0,,107/05/16,2019-02-26
2382,廣達,TW0002382009,"3,862,627,432","2,809,013,806","1,053,613,626",72.72,27.27,100.0,100.0, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2382&date=10802' target=_blank>4</a>,107/05/16,2019-02-27
2382,廣達,TW0002382009,"3,862,627,432","2,812,360,312","1,050,267,120",72.8,27.19,100.0,100.0,,107/05/16,2019-03-04
2382,廣達,TW0002382009,"3,862,627,432","2,812,229,208","1,050,398,224",72.8,27.19,100.0,100.0,,107/05/16,2019-03-05
2382,廣達,TW0002382009,"3,862,627,432","2,813,423,347","1,049,204,085",72.83,27.16,100.0,100.0,,107/05/16,2019-03-06
2382,廣達,TW0002382009,"3,862,627,432","2,812,236,094","1,050,391,338",72.8,27.19,100.0,100.0,,107/05/16,2019-03-07
2382,廣達,TW0002382009,"3,862,627,432","2,814,057,260","1,048,570,172",72.85,27.14,100.0,100.0,,107/05/16,2019-03-08
2382,廣達,TW0002382009,"3,862,627,432","2,814,012,465","1,048,614,967",72.85,27.14,100.0,100.0,,107/05/16,2019-03-11
2382,廣達,TW0002382009,"3,862,627,432","2,813,039,246","1,049,588,186",72.82,27.17,100.0,100.0,,107/05/16,2019-03-12
2382,廣達,TW0002382009,"3,862,627,432","2,812,543,891","1,050,083,541",72.81,27.18,100.0,100.0,,107/05/16,2019-03-13
2382,廣達,TW0002382009,"3,862,627,432","2,812,650,310","1,049,977,122",72.81,27.18,100.0,100.0,,107/05/16,2019-03-14
2382,廣達,TW0002382009,"3,862,627,432","2,811,994,217","1,050,633,215",72.8,27.19,100.0,100.0,,107/05/16,2019-03-15
2382,廣達,TW0002382009,"3,862,627,432","2,812,089,652","1,050,537,780",72.8,27.19,100.0,100.0,,107/05/16,2019-03-18
2382,廣達,TW0002382009,"3,862,627,432","2,812,689,278","1,049,938,154",72.81,27.18,100.0,100.0,,107/05/16,2019-03-19
2382,廣達,TW0002382009,"3,862,627,432","2,814,669,889","1,047,957,543",72.86,27.13,100.0,100.0,,107/05/16,2019-03-20
2382,廣達,TW0002382009,"3,862,627,432","2,814,232,403","1,048,395,029",72.85,27.14,100.0,100.0,,107/05/16,2019-03-21
2382,廣達,TW0002382009,"3,862,627,432","2,814,453,195","1,048,174,237",72.86,27.13,100.0,100.0,,107/05/16,2019-03-22
2382,廣達,TW0002382009,"3,862,627,432","2,815,239,841","1,047,387,591",72.88,27.11,100.0,100.0,,107/05/16,2019-03-25
2382,廣達,TW0002382009,"3,862,627,432","2,813,672,430","1,048,955,002",72.84,27.15,100.0,100.0,,107/05/16,2019-03-26
2382,廣達,TW0002382009,"3,862,627,432","2,813,346,484","1,049,280,948",72.83,27.16,100.0,100.0,,107/05/16,2019-03-27
2382,廣達,TW0002382009,"3,862,627,432","2,813,118,484","1,049,508,948",72.82,27.17,100.0,100.0,,107/05/16,2019-03-28
2382,廣達,TW0002382009,"3,862,627,432","2,811,278,419","1,051,349,013",72.78,27.21,100.0,100.0,,107/05/16,2019-03-29
2382,廣達,TW0002382009,"3,862,627,432","2,811,488,426","1,051,139,006",72.78,27.21,100.0,100.0,,107/05/16,2019-04-01
2382,廣達,TW0002382009,"3,862,627,432","2,811,604,826","1,051,022,606",72.78,27.21,100.0,100.0,,107/05/16,2019-04-02
2382,廣達,TW0002382009,"3,862,627,432","2,811,247,826","1,051,379,606",72.78,27.21,100.0,100.0,,107/05/16,2019-04-03
2382,廣達,TW0002382009,"3,862,627,432","2,810,353,826","1,052,273,606",72.75,27.24,100.0,100.0,,107/05/16,2019-04-08
2382,廣達,TW0002382009,"3,862,627,432","2,808,762,826","1,053,864,606",72.71,27.28,100.0,100.0,,107/05/16,2019-04-09
2382,廣達,TW0002382009,"3,862,627,432","2,808,613,994","1,054,013,438",72.71,27.28,100.0,100.0,,107/05/16,2019-04-10
2382,廣達,TW0002382009,"3,862,627,432","2,808,367,994","1,054,259,438",72.7,27.29,100.0,100.0, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2382&date=10804' target=_blank>4</a>,107/05/16,2019-04-11
2382,廣達,TW0002382009,"3,862,627,432","2,808,727,890","1,053,899,542",72.71,27.28,100.0,100.0,,107/05/16,2019-04-12
2382,廣達,TW0002382009,"3,862,627,432","2,806,737,356","1,055,890,076",72.66,27.33,100.0,100.0,,107/05/16,2019-04-15
2382,廣達,TW0002382009,"3,862,627,432","2,803,053,364","1,059,574,068",72.56,27.43,100.0,100.0,,107/05/16,2019-04-16
2382,廣達,TW0002382009,"3,862,627,432","2,801,702,033","1,060,925,399",72.53,27.46,100.0,100.0,,107/05/16,2019-04-17
2382,廣達,TW0002382009,"3,862,627,432","2,800,339,684","1,062,287,748",72.49,27.5,100.0,100.0,,107/05/16,2019-04-18
2382,廣達,TW0002382009,"3,862,627,432","2,799,868,190","1,062,759,242",72.48,27.51,100.0,100.0,,107/05/16,2019-04-19
2382,廣達,TW0002382009,"3,862,627,432","2,799,333,190","1,063,294,242",72.47,27.52,100.0,100.0,,107/05/16,2019-04-22
2382,廣達,TW0002382009,"3,862,627,432","2,796,680,150","1,065,947,282",72.4,27.59,100.0,100.0,,107/05/16,2019-04-23
2382,廣達,TW0002382009,"3,862,627,432","2,796,599,866","1,066,027,566",72.4,27.59,100.0,100.0,,107/05/16,2019-04-24
2382,廣達,TW0002382009,"3,862,627,432","2,798,380,262","1,064,247,170",72.44,27.55,100.0,100.0,,107/05/16,2019-04-25
