日期,無風險利率
2020-07-23,0.006850000000000001
2020-07-24,0.006850000000000001
2020-07-27,0.006850000000000001
2020-07-28,0.006850000000000001
2020-07-29,0.0068000000000000005
2020-07-30,0.0068000000000000005
2020-07-31,0.0068000000000000005
2020-08-03,0.0068000000000000005
2020-08-04,0.006750000000000001
2020-08-05,0.006600000000000001
2020-08-06,0.006600000000000001
2020-08-07,0.00655
2020-08-10,0.006500000000000001
2020-08-11,0.00645
2020-08-12,0.00645
2020-08-13,0.006500000000000001
2020-08-14,0.006500000000000001
2020-08-17,0.006600000000000001
2020-08-18,0.006600000000000001
2020-08-19,0.00655
2020-08-20,0.00655
2020-08-21,0.006500000000000001
2020-08-24,0.006500000000000001
2020-08-25,0.006600000000000001
2020-08-26,0.006850000000000001
2020-08-27,0.0069
2020-08-28,0.006850000000000001
2020-08-31,0.006750000000000001
2020-09-01,0.0068000000000000005
2020-09-02,0.006750000000000001
2020-09-03,0.006750000000000001
2020-09-04,0.00655
2020-09-07,0.00655
2020-09-08,0.006600000000000001
2020-09-09,0.006500000000000001
2020-09-10,0.006500000000000001
2020-09-11,0.00645
2020-09-14,0.0064
2020-09-15,0.0063
2020-09-16,0.0059499999999999996
2020-09-17,0.0059499999999999996
2020-09-18,0.00585
2020-09-21,0.00585
2020-09-22,0.0059499999999999996
2020-09-23,0.0059
2020-09-24,0.00585
2020-09-25,0.00605
2020-09-28,0.00605
2020-09-29,0.00605
2020-09-30,0.0059
2020-10-05,0.00585
2020-10-06,0.0058
2020-10-07,0.00575
2020-10-08,0.00575
2020-10-12,0.0054
2020-10-13,0.005350000000000001
2020-10-14,0.0053
2020-10-15,0.00515
2020-10-16,0.005
2020-10-19,0.0049
2020-10-20,0.005
2020-10-21,0.00505
2020-10-22,0.0051
2020-10-23,0.00505
2020-10-26,0.00505
2020-10-27,0.005
2020-10-28,0.00495
2020-10-29,0.00495
2020-10-30,0.00505
2020-11-02,0.0051
2020-11-03,0.00505
2020-11-04,0.005
2020-11-05,0.00485
2020-11-06,0.00475
2020-11-09,0.0049
2020-11-10,0.0048
2020-11-11,0.00485
2020-11-12,0.00485
2020-11-13,0.00485
2020-11-16,0.0048
2020-11-17,0.0047
2020-11-18,0.0046500000000000005
2020-11-19,0.0046
2020-11-20,0.0046
2020-11-23,0.0045000000000000005
2020-11-24,0.004
2020-11-25,0.004
2020-11-26,0.004
2020-11-27,0.0037
2020-11-30,0.0036
2020-12-01,0.0036
2020-12-02,0.0034999999999999996
2020-12-03,0.0039000000000000003
2020-12-04,0.0038
2020-12-07,0.00395
2020-12-08,0.004
2020-12-09,0.004050000000000001
2020-12-10,0.00435
2020-12-11,0.0042
2020-12-14,0.004050000000000001
2020-12-15,0.0038
2020-12-16,0.004
2020-12-17,0.004
2020-12-18,0.004
2020-12-21,0.0039000000000000003
2020-12-22,0.0038
2020-12-23,0.00375
2020-12-24,0.00375
2020-12-25,0.004
2020-12-28,0.0038
2020-12-29,0.0039000000000000003
2020-12-30,0.0039000000000000003
2020-12-31,0.0038
2021-01-04,0.004050000000000001
2021-01-05,0.00385
2021-01-06,0.00385
2021-01-07,0.0043
2021-01-08,0.0042
2021-01-11,0.004050000000000001
2021-01-12,0.0039000000000000003
2021-01-13,0.004
2021-01-14,0.004
2021-01-15,0.0040999999999999995
2021-01-18,0.0040999999999999995
2021-01-19,0.0040999999999999995
2021-01-20,0.0040999999999999995
2021-01-21,0.004050000000000001
2021-01-22,0.00415
2021-01-25,0.00415
2021-01-26,0.00435
2021-01-27,0.00445
2021-01-28,0.0045000000000000005
2021-01-29,0.00445
2021-02-01,0.0045000000000000005
2021-02-02,0.00445
2021-02-03,0.00455
2021-02-04,0.00455
2021-02-05,0.00455
2021-02-17,0.00495
2021-02-18,0.0051
2021-02-19,0.00515
2021-02-22,0.006790000000000001
2021-02-23,0.0070999999999999995
2021-02-24,0.0076
2021-02-25,0.0074
2021-02-26,0.00735
2021-03-02,0.0075
2021-03-03,0.0073
2021-03-04,0.00755
2021-03-05,0.0076
2021-03-08,0.0076
2021-03-09,0.0077
2021-03-10,0.0077
2021-03-11,0.0079
2021-03-12,0.008199999999999999
2021-03-15,0.00825
2021-03-16,0.008199999999999999
2021-03-17,0.00815
2021-03-18,0.0083
2021-03-19,0.00845
2021-03-22,0.0083
2021-03-23,0.008199999999999999
2021-03-24,0.008199999999999999
2021-03-25,0.008100000000000001
2021-03-26,0.00805
2021-03-29,0.0079
2021-03-30,0.0077
2021-03-31,0.0076500000000000005
2021-04-01,0.0076
2021-04-07,0.0076
2021-04-08,0.0076500000000000005
2021-04-09,0.0076500000000000005
2021-04-12,0.00735
2021-04-13,0.00735
2021-04-14,0.00735
2021-04-15,0.00735
2021-04-16,0.0074
2021-04-19,0.00745
2021-04-20,0.00735
2021-04-21,0.0073
2021-04-22,0.00735
2021-04-23,0.00735
2021-04-26,0.00735
2021-04-27,0.00735
2021-04-28,0.00735
2021-04-29,0.00735
2021-05-03,0.0073
2021-05-04,0.00735
2021-05-05,0.00735
2021-05-06,0.0073
2021-05-07,0.00735
2021-05-10,0.00735
2021-05-11,0.00735
2021-05-12,0.00735
2021-05-13,0.00735
2021-05-14,0.00735
2021-05-17,0.00735
2021-05-18,0.0072499999999999995
2021-05-19,0.00735
2021-05-20,0.0073
2021-05-21,0.00715
2021-05-24,0.0072499999999999995
2021-05-25,0.0073
2021-05-26,0.00735
2021-05-27,0.0073
2021-05-28,0.0073
2021-05-31,0.0073
2021-06-01,0.0072499999999999995
2021-06-02,0.0072499999999999995
2021-06-03,0.00715
2021-06-04,0.0070999999999999995
2021-06-07,0.0072
2021-06-08,0.00715
2021-06-09,0.00715
2021-06-10,0.0072
2021-06-11,0.00715
2021-06-15,0.0070999999999999995
2021-06-16,0.0073
2021-06-17,0.0073
2021-06-18,0.0073
2021-06-21,0.0073
2021-06-22,0.0072499999999999995
2021-06-23,0.006850000000000001
2021-06-24,0.0069
2021-06-25,0.00695
2021-06-28,0.0069
2021-06-29,0.006850000000000001
2021-06-30,0.0068000000000000005
2021-07-01,0.006750000000000001
2021-07-02,0.006750000000000001
2021-07-05,0.0067
2021-07-06,0.0066500000000000005
2021-07-07,0.00655
2021-07-08,0.006500000000000001
2021-07-09,0.0064
2021-07-12,0.0064
2021-07-13,0.00655
2021-07-14,0.006600000000000001
2021-07-15,0.00655
2021-07-16,0.00655
2021-07-19,0.006500000000000001
2021-07-20,0.0064
2021-07-21,0.00645
2021-07-22,0.00645
2021-07-23,0.00645
2021-07-26,0.00645
2021-07-27,0.00645
2021-07-28,0.006500000000000001
2021-07-29,0.00655
2021-07-30,0.006600000000000001
2021-08-02,0.0066500000000000005
2021-08-03,0.0067
2021-08-04,0.0067
2021-08-05,0.0066500000000000005
2021-08-06,0.006600000000000001
2021-08-09,0.006600000000000001
2021-08-10,0.006600000000000001
2021-08-11,0.006600000000000001
2021-08-12,0.0066500000000000005
2021-08-13,0.0066500000000000005
2021-08-16,0.0066500000000000005
2021-08-17,0.006600000000000001
2021-08-18,0.00655
2021-08-19,0.006600000000000001
2021-08-20,0.00645
2021-08-23,0.00655
2021-08-24,0.0066500000000000005
2021-08-25,0.0067
2021-08-26,0.006750000000000001
2021-08-27,0.006750000000000001
2021-08-30,0.006850000000000001
2021-08-31,0.0068000000000000005
2021-09-01,0.0068000000000000005
2021-09-02,0.006750000000000001
2021-09-03,0.0068000000000000005
2021-09-06,0.006850000000000001
2021-09-07,0.006850000000000001
2021-09-08,0.0068000000000000005
2021-09-09,0.0068000000000000005
2021-09-10,0.0068000000000000005
2021-09-13,0.006850000000000001
2021-09-14,0.006850000000000001
2021-09-15,0.006850000000000001
2021-09-16,0.0068000000000000005
2021-09-17,0.006750000000000001
2021-09-22,0.006750000000000001
2021-09-23,0.006750000000000001
2021-09-24,0.0068000000000000005
2021-09-27,0.006999999999999999
2021-09-28,0.00695
2021-09-29,0.00705
2021-09-30,0.006999999999999999
2021-10-01,0.006999999999999999
2021-10-04,0.00715
2021-10-05,0.0070999999999999995
2021-10-06,0.0070999999999999995
2021-10-07,0.00735
2021-10-08,0.0073
2021-10-12,0.00735
2021-10-13,0.00735
2021-10-14,0.00735
2021-10-15,0.00735
2021-10-18,0.0076500000000000005
2021-10-19,0.0076500000000000005
2021-10-20,0.0076
2021-10-21,0.00745
2021-10-22,0.00735
2021-10-25,0.0073
2021-10-26,0.00745
2021-10-27,0.0074
2021-10-28,0.00745
2021-10-29,0.0074
2021-11-01,0.0076
2021-11-02,0.00745
2021-11-03,0.0074
2021-11-04,0.0074
2021-11-05,0.00735
2021-11-08,0.0073
2021-11-09,0.00735
2021-11-10,0.00735
2021-11-11,0.00735
2021-11-12,0.00735
2021-11-15,0.0073
2021-11-16,0.0072499999999999995
2021-11-17,0.00735
2021-11-18,0.00735
2021-11-19,0.0072499999999999995
2021-11-22,0.0072499999999999995
2021-11-23,0.0072
2021-11-24,0.0072499999999999995
2021-11-25,0.00735
2021-11-26,0.00735
2021-11-29,0.0073
2021-11-30,0.00735
2021-12-01,0.0073
2021-12-02,0.0072499999999999995
2021-12-03,0.0072499999999999995
2021-12-06,0.00715
2021-12-07,0.0072
2021-12-08,0.0072499999999999995
2021-12-09,0.0072499999999999995
2021-12-10,0.0073
2021-12-13,0.0072499999999999995
2021-12-14,0.0072499999999999995
2021-12-15,0.0072
2021-12-16,0.00735
2021-12-17,0.00735
2021-12-20,0.01115
2021-12-21,0.01095
2021-12-22,0.010900000000000002
2021-12-23,0.010900000000000002
2021-12-24,0.010900000000000002
2021-12-27,0.0111
2021-12-28,0.01105
2021-12-29,0.011550000000000001
2021-12-30,0.01165
2022-01-03,0.011850000000000001
2022-01-04,0.0118
2022-01-05,0.01175
2022-01-06,0.011850000000000001
2022-01-07,0.011899999999999999
2022-01-10,0.011899999999999999
2022-01-11,0.012050000000000002
2022-01-12,0.012
2022-01-13,0.01165
2022-01-14,0.01135
2022-01-17,0.01145
2022-01-18,0.01165
2022-01-19,0.011550000000000001
2022-01-20,0.01145
2022-01-21,0.01125
2022-01-24,0.01135
2022-01-25,0.0115
2022-01-26,0.01145
2022-02-07,0.011399999999999999
2022-02-08,0.01145
2022-02-09,0.0115
2022-02-10,0.01115
2022-02-11,0.01125
2022-02-14,0.011200000000000002
2022-02-15,0.01125
2022-02-16,0.01115
2022-02-17,0.01105
2022-02-18,0.011000000000000001
2022-02-21,0.01075
2022-02-22,0.010700000000000001
2022-02-23,0.01085
2022-02-24,0.01095
2022-02-25,0.01085
2022-03-01,0.01095
2022-03-02,0.01085
2022-03-03,0.010700000000000001
2022-03-04,0.0106
2022-03-07,0.010700000000000001
2022-03-08,0.01075
2022-03-09,0.010700000000000001
2022-03-10,0.010700000000000001
2022-03-11,0.01075
2022-03-14,0.01085
2022-03-15,0.0108
2022-03-16,0.01065
2022-03-17,0.0106
2022-03-18,0.01045
2022-03-21,0.010400000000000001
2022-03-22,0.01065
2022-03-23,0.0106
2022-03-24,0.01065
2022-03-25,0.0108
2022-03-28,0.01095
2022-03-29,0.010900000000000002
2022-03-30,0.01085
2022-03-31,0.01085
2022-04-01,0.01085
2022-04-06,0.011000000000000001
2022-04-07,0.010900000000000002
2022-04-08,0.010900000000000002
2022-04-11,0.01095
2022-04-12,0.01115
2022-04-13,0.01125
2022-04-14,0.011200000000000002
2022-04-15,0.01115
2022-04-18,0.0111
2022-04-19,0.01115
2022-04-20,0.01135
2022-04-21,0.0113
2022-04-22,0.011399999999999999
2022-04-25,0.0115
2022-04-26,0.0115
2022-04-27,0.01125
2022-04-28,0.01125
2022-04-29,0.01135
2022-05-03,0.0116
2022-05-04,0.011550000000000001
2022-05-05,0.0116
2022-05-06,0.0116
2022-05-09,0.017
2022-05-10,0.01815
2022-05-11,0.01815
2022-05-12,0.01895
2022-05-13,0.01895
2022-05-16,0.01895
2022-05-17,0.01875
2022-05-18,0.01875
2022-05-19,0.01865
2022-05-20,0.01835
2022-05-23,0.01775
2022-05-24,0.01765
2022-05-25,0.01765
2022-05-26,0.01765
2022-05-27,0.01765
2022-05-30,0.01805
2022-05-31,0.01805
2022-06-01,0.01805
2022-06-02,0.01805
2022-06-06,0.01825
2022-06-07,0.01875
2022-06-08,0.01875
2022-06-09,0.01875
2022-06-10,0.01875
2022-06-13,0.01905
2022-06-14,0.01975
2022-06-15,0.01975
2022-06-16,0.01955
2022-06-17,0.01965
2022-06-20,0.01975
2022-06-21,0.019350000000000003
2022-06-22,0.01925
2022-06-23,0.01925
2022-06-24,0.01925
2022-06-27,0.01925
2022-06-28,0.01895
2022-06-29,0.01835
2022-06-30,0.01835
2022-07-01,0.01815
2022-07-04,0.01805
2022-07-05,0.01805
2022-07-06,0.01775
2022-07-07,0.01795
2022-07-08,0.01785
2022-07-11,0.01785
2022-07-12,0.01785
2022-07-13,0.01775
2022-07-14,0.01775
2022-07-15,0.01775
2022-07-18,0.01775
2022-07-19,0.01775
2022-07-20,0.01775
2022-07-21,0.01775
2022-07-22,0.01755
2022-07-25,0.01745
2022-07-26,0.01725
2022-07-27,0.01725
2022-07-28,0.01675
2022-07-29,0.01645
2022-08-01,0.01645
2022-08-02,0.01645
2022-08-03,0.01665
2022-08-04,0.01645
2022-08-05,0.01645
2022-08-08,0.01645
2022-08-09,0.01645
2022-08-10,0.01645
2022-08-11,0.016550000000000002
2022-08-12,0.01635
2022-08-15,0.016550000000000002
2022-08-16,0.01645
2022-08-17,0.016550000000000002
2022-08-18,0.016550000000000002
2022-08-19,0.016550000000000002
2022-08-22,0.01645
2022-08-23,0.01625
2022-08-24,0.01615
2022-08-25,0.01615
2022-08-26,0.01615
2022-08-29,0.01645
2022-08-30,0.01625
2022-08-31,0.01635
2022-09-01,0.01645
2022-09-02,0.01675
2022-09-05,0.01645
2022-09-06,0.01645
2022-09-07,0.01645
2022-09-08,0.01615
2022-09-12,0.01625
