Date,Open,High,Low,Close,Adj Close,Volume
2019-01-01,52.700001,56.099998,51.200001,55.900002,40.736176,183565448
2019-02-01,55.900002,57.599998,55.599998,57.200001,41.683525,88319584
2019-03-01,57.200001,57.799999,55.200001,57.799999,42.120762,98280543
2019-04-01,58.599998,61.500000,57.599998,59.200001,43.140987,142137505
2019-05-01,59.200001,60.200001,55.500000,58.900002,42.922375,150111946
2019-06-01,58.200001,61.299999,57.599998,60.400002,44.015476,104004906
2019-07-01,61.299999,62.200001,57.099998,57.500000,41.902142,152248740
2019-08-01,56.599998,56.900002,52.700001,56.500000,43.695683,142367775
2019-09-01,56.500000,58.400002,55.500000,56.599998,43.773022,86144015
2019-10-01,57.700001,59.000000,53.700001,58.500000,45.242432,260962153
2019-11-01,58.700001,64.500000,58.400002,60.299999,46.634506,285028091
2019-12-01,60.299999,64.900002,59.500000,64.300003,49.728012,142613874
2020-01-01,64.300003,65.199997,61.299999,62.000000,47.949249,136415326
2020-02-01,60.000000,65.000000,59.700001,62.000000,47.949249,130398138
2020-03-01,60.200001,62.700001,50.700001,60.200001,46.557171,242025566
2020-04-01,60.200001,64.900002,59.599998,64.900002,50.192032,184329905
2020-05-01,64.900002,70.099998,63.000000,70.000000,54.136242,231797206
2020-06-01,70.099998,72.000000,66.699997,71.000000,54.909618,212643796
2020-07-01,71.000000,82.800003,70.900002,81.800003,63.262066,277316614
2020-08-01,74.699997,85.000000,73.300003,77.000000,59.549866,331080355
2020-09-01,77.699997,79.500000,72.400002,75.599998,61.237038,216909798
2020-10-01,75.599998,75.800003,70.800003,72.000000,58.320988,137785120
2020-11-01,72.000000,78.300003,70.800003,77.000000,62.371052,214710102
2020-12-01,76.500000,83.400002,76.000000,80.900002,65.530106,184241701
2021-01-01,80.900002,86.900002,80.199997,80.699997,65.368103,202686451
2021-02-01,80.900002,89.599998,80.900002,85.000000,68.851158,140644559
2021-03-01,85.000000,102.000000,83.800003,98.000000,79.381340,230450995
2021-04-01,100.000000,100.500000,95.000000,98.400002,79.705345,163694746
2021-05-01,97.099998,98.000000,84.000000,89.699997,72.658226,287816287
2021-06-01,90.400002,90.699997,85.000000,87.500000,70.876198,229167204
2021-07-01,87.400002,92.000000,77.099998,77.300003,62.614063,259907757
2021-08-01,77.300003,78.400002,72.500000,78.400002,67.427010,166958491
2021-09-01,78.199997,79.900002,73.800003,77.500000,66.652969,118254900
2021-10-01,77.000000,79.699997,76.300003,78.000000,67.082985,100378730
2021-11-01,78.099998,89.199997,78.099998,85.900002,73.877296,166546166
2021-12-01,86.300003,96.000000,86.300003,94.699997,81.445625,166484263
2022-01-01,95.300003,95.800003,91.099998,92.900002,79.897560,141446419
2022-02-01,92.900002,96.000000,91.300003,92.900002,79.897560,103934508
2022-03-01,94.000000,94.900002,88.099998,88.300003,75.941383,178327640
2022-04-01,87.199997,87.800003,82.099998,83.800003,72.071213,165506741
2022-05-01,83.699997,86.099998,74.099998,79.599998,68.459045,176999645
2022-06-01,79.400002,81.800003,78.500000,79.800003,68.631058,119554212
2022-07-01,79.199997,84.900002,75.000000,84.599998,72.759239,161258224
2022-08-01,78.800003,82.000000,76.000000,79.300003,68.201042,158800920
2022-09-01,78.199997,81.400002,75.900002,77.000000,71.826431,151010055
2022-10-01,76.199997,77.900002,66.800003,68.400002,63.804260,147745731
2022-11-01,67.800003,73.800003,66.199997,71.599998,66.789253,176384498
2022-12-01,72.300003,73.599998,69.300003,72.300003,67.442223,225505363
2023-01-01,71.900002,76.900002,71.099998,74.699997,69.680962,81999297
2023-02-01,76.000000,81.000000,75.199997,80.099998,74.718140,88565913
2023-03-01,78.500000,89.900002,78.500000,89.099998,83.113441,181409432
2023-04-01,89.099998,91.099998,80.400002,85.900002,80.128448,259970232
