證券代號,證券名稱,國際證券編碼,發行股數,外資及陸資尚可投資股數,全體外資及陸資持有股數,外資及陸資尚可投資比率,全體外資及陸資持股比率,外資及陸資共用法令投資上限比率,陸資法令投資上限比率,與前日異動原因(註),最近一次上市公司申報外資及陸資持股異動日期,日期
2357,華碩,TW0002357001,"742,760,280","338,691,817","404,068,463",45.59,54.4,100.00,100.00,,110/05/24,2021-07-01
2382,廣達,TW0002382009,"3,862,627,432","2,811,649,705","1,050,977,727",72.79,27.2,100.00,100.00,,110/05/17,2021-07-01
2417,圓剛,TW0002417003,"192,892,330","189,949,299","2,943,031",98.47,1.52,100.00,100.00,,110/06/02,2021-07-01
2357,華碩,TW0002357001,"742,760,280","339,281,236","403,479,044",45.67,54.32,100.00,100.00,,110/05/24,2021-07-02
2382,廣達,TW0002382009,"3,862,627,432","2,814,953,071","1,047,674,361",72.87,27.12,100.00,100.00,,110/05/17,2021-07-02
2417,圓剛,TW0002417003,"192,892,330","189,924,299","2,968,031",98.46,1.53,100.00,100.00,,110/06/02,2021-07-02
2357,華碩,TW0002357001,"742,760,280","339,494,943","403,265,337",45.7,54.29,100.00,100.00,,110/05/24,2021-07-05
2382,廣達,TW0002382009,"3,862,627,432","2,815,984,571","1,046,642,861",72.9,27.09,100.00,100.00,,110/05/17,2021-07-05
2417,圓剛,TW0002417003,"192,892,330","189,894,710","2,997,620",98.44,1.55,100.00,100.00,,110/06/02,2021-07-05
2357,華碩,TW0002357001,"742,760,280","340,169,602","402,590,678",45.79,54.2,100.00,100.00,,110/05/24,2021-07-06
2382,廣達,TW0002382009,"3,862,627,432","2,820,366,873","1,042,260,559",73.01,26.98,100.00,100.00,,110/05/17,2021-07-06
2417,圓剛,TW0002417003,"192,892,330","189,948,710","2,943,620",98.47,1.52,100.00,100.00,,110/06/02,2021-07-06
2357,華碩,TW0002357001,"742,760,280","339,782,403","402,977,877",45.74,54.25,100.00,100.00,,110/05/24,2021-07-07
2382,廣達,TW0002382009,"3,862,627,432","2,822,966,668","1,039,660,764",73.08,26.91,100.00,100.00,,110/05/17,2021-07-07
2417,圓剛,TW0002417003,"192,892,330","190,041,710","2,850,620",98.52,1.47,100.00,100.00,,110/06/02,2021-07-07
2357,華碩,TW0002357001,"742,760,280","340,002,521","402,757,759",45.77,54.22,100.00,100.00,,110/05/24,2021-07-08
2382,廣達,TW0002382009,"3,862,627,432","2,823,268,090","1,039,359,342",73.09,26.9,100.00,100.00,,110/05/17,2021-07-08
2417,圓剛,TW0002417003,"192,892,330","190,258,710","2,633,620",98.63,1.36,100.00,100.00,,110/06/02,2021-07-08
2357,華碩,TW0002357001,"742,760,280","341,834,483","400,925,797",46.02,53.97,100.00,100.00, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2357&date=11007' target=_blank>4</a>,110/05/24,2021-07-09
2382,廣達,TW0002382009,"3,862,627,432","2,825,054,170","1,037,573,262",73.13,26.86,100.00,100.00,,110/05/17,2021-07-09
2417,圓剛,TW0002417003,"192,892,330","190,364,710","2,527,620",98.68,1.31,100.00,100.00,,110/06/02,2021-07-09
2357,華碩,TW0002357001,"742,760,280","341,070,282","401,689,998",45.91,54.08,100.00,100.00,,110/05/24,2021-07-12
2382,廣達,TW0002382009,"3,862,627,432","2,825,333,870","1,037,293,562",73.14,26.85,100.00,100.00,,110/05/17,2021-07-12
2417,圓剛,TW0002417003,"192,892,330","190,384,710","2,507,620",98.69,1.3,100.00,100.00,,110/06/02,2021-07-12
2357,華碩,TW0002357001,"742,760,280","341,628,990","401,131,290",45.99,54.0,100.00,100.00,,110/05/24,2021-07-13
2382,廣達,TW0002382009,"3,862,627,432","2,824,191,502","1,038,435,930",73.11,26.88,100.00,100.00,,110/05/17,2021-07-13
2417,圓剛,TW0002417003,"192,892,330","189,512,710","3,379,620",98.24,1.75,100.00,100.00,,110/06/02,2021-07-13
2357,華碩,TW0002357001,"742,760,280","341,700,150","401,060,130",46.0,53.99,100.00,100.00,,110/05/24,2021-07-14
2382,廣達,TW0002382009,"3,862,627,432","2,826,433,494","1,036,193,938",73.17,26.82,100.00,100.00,,110/05/17,2021-07-14
2417,圓剛,TW0002417003,"192,892,330","189,226,710","3,665,620",98.09,1.9,100.00,100.00,,110/06/02,2021-07-14
2357,華碩,TW0002357001,"742,760,280","342,350,308","400,409,972",46.09,53.9,100.00,100.00,,110/05/24,2021-07-15
2382,廣達,TW0002382009,"3,862,627,432","2,828,232,694","1,034,394,738",73.22,26.77,100.00,100.00,,110/05/17,2021-07-15
2417,圓剛,TW0002417003,"192,892,330","187,371,710","5,520,620",97.13,2.86,100.00,100.00,,110/06/02,2021-07-15
2357,華碩,TW0002357001,"742,760,280","343,379,955","399,380,325",46.23,53.76,100.00,100.00,,110/05/24,2021-07-16
2382,廣達,TW0002382009,"3,862,627,432","2,827,148,090","1,035,479,342",73.19,26.8,100.00,100.00,,110/05/17,2021-07-16
2417,圓剛,TW0002417003,"192,892,330","187,709,710","5,182,620",97.31,2.68,100.00,100.00,,110/06/02,2021-07-16
2357,華碩,TW0002357001,"742,760,280","344,558,800","398,201,480",46.38,53.61,100.00,100.00,,110/05/24,2021-07-19
2382,廣達,TW0002382009,"3,862,627,432","2,827,301,522","1,035,325,910",73.19,26.8,100.00,100.00,,110/05/17,2021-07-19
2417,圓剛,TW0002417003,"192,892,330","189,448,710","3,443,620",98.21,1.78,100.00,100.00,,110/06/02,2021-07-19
2357,華碩,TW0002357001,"742,760,280","344,476,482","398,283,798",46.37,53.62,100.00,100.00,,110/05/24,2021-07-20
2382,廣達,TW0002382009,"3,862,627,432","2,830,406,022","1,032,221,410",73.27,26.72,100.00,100.00, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2382&date=11007' target=_blank>4</a>,110/05/17,2021-07-20
2417,圓剛,TW0002417003,"192,892,330","190,578,710","2,313,620",98.8,1.19,100.00,100.00,,110/06/02,2021-07-20
