證券代號,證券名稱,國際證券編碼,發行股數,外資及陸資尚可投資股數,全體外資及陸資持有股數,外資及陸資尚可投資比率,全體外資及陸資持股比率,外資及陸資共用法令投資上限比率,陸資法令投資上限比率,與前日異動原因(註),最近一次上市公司申報外資及陸資持股異動日期,日期
2357,華碩,TW0002357001,"742,760,280","322,183,142","420,577,138",43.37,56.62,100.00,100.00,,110/05/24,2021-06-01
2382,廣達,TW0002382009,"3,862,627,432","2,728,393,154","1,134,234,278",70.63,29.36,100.00,100.00,,110/05/17,2021-06-01
2417,圓剛,TW0002417003,"192,892,330","188,069,711","4,822,619",97.49,2.5,100.00,100.00,,109/06/05,2021-06-01
2357,華碩,TW0002357001,"742,760,280","324,295,776","418,464,504",43.66,56.33,100.00,100.00, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2357&date=11006' target=_blank>4</a>,110/05/24,2021-06-02
2382,廣達,TW0002382009,"3,862,627,432","2,737,045,740","1,125,581,692",70.85,29.14,100.00,100.00,,110/05/17,2021-06-02
2417,圓剛,TW0002417003,"192,892,330","189,095,710","3,796,620",98.03,1.96,100.00,100.00, <a href='https://mops.twse.com.tw/mops/web/t98sb02' target=_blank>2</a>,110/06/02,2021-06-02
2357,華碩,TW0002357001,"742,760,280","326,002,059","416,758,221",43.89,56.1,100.00,100.00,,110/05/24,2021-06-03
2382,廣達,TW0002382009,"3,862,627,432","2,744,535,136","1,118,092,296",71.05,28.94,100.00,100.00,,110/05/17,2021-06-03
2417,圓剛,TW0002417003,"192,892,330","188,798,710","4,093,620",97.87,2.12,100.00,100.00,,110/06/02,2021-06-03
2357,華碩,TW0002357001,"742,760,280","326,130,294","416,629,986",43.9,56.09,100.00,100.00,,110/05/24,2021-06-04
2382,廣達,TW0002382009,"3,862,627,432","2,749,382,639","1,113,244,793",71.17,28.82,100.00,100.00,,110/05/17,2021-06-04
2417,圓剛,TW0002417003,"192,892,330","189,096,710","3,795,620",98.03,1.96,100.00,100.00,,110/06/02,2021-06-04
2357,華碩,TW0002357001,"742,760,280","327,385,823","415,374,457",44.07,55.92,100.00,100.00,,110/05/24,2021-06-07
2382,廣達,TW0002382009,"3,862,627,432","2,752,825,844","1,109,801,588",71.26,28.73,100.00,100.00,,110/05/17,2021-06-07
2417,圓剛,TW0002417003,"192,892,330","189,761,710","3,130,620",98.37,1.62,100.00,100.00,,110/06/02,2021-06-07
2357,華碩,TW0002357001,"742,760,280","326,895,893","415,864,387",44.01,55.98,100.00,100.00,,110/05/24,2021-06-08
2382,廣達,TW0002382009,"3,862,627,432","2,756,803,623","1,105,823,809",71.37,28.62,100.00,100.00,,110/05/17,2021-06-08
2417,圓剛,TW0002417003,"192,892,330","189,622,710","3,269,620",98.3,1.69,100.00,100.00,,110/06/02,2021-06-08
2357,華碩,TW0002357001,"742,760,280","327,776,763","414,983,517",44.12,55.87,100.00,100.00,,110/05/24,2021-06-09
2382,廣達,TW0002382009,"3,862,627,432","2,766,449,654","1,096,177,778",71.62,28.37,100.00,100.00,,110/05/17,2021-06-09
