證券代號,證券名稱,國際證券編碼,發行股數,外資及陸資尚可投資股數,全體外資及陸資持有股數,外資及陸資尚可投資比率,全體外資及陸資持股比率,外資及陸資共用法令投資上限比率,陸資法令投資上限比率,與前日異動原因(註),最近一次上市公司申報外資及陸資持股異動日期,日期
2357,華碩,TW0002357001,"742,760,280","362,547,666","380,212,614",48.81,51.18,100.00,100.00,,110/05/24,2022-01-03
2382,廣達,TW0002382009,"3,862,627,432","2,796,158,202","1,066,469,230",72.39,27.6,100.00,100.00,,110/05/17,2022-01-03
2417,圓剛,TW0002417003,"154,313,864","151,649,388","2,664,476",98.27,1.72,100.00,100.00,,110/10/08,2022-01-03
2357,華碩,TW0002357001,"742,760,280","361,228,179","381,532,101",48.63,51.36,100.00,100.00,,110/05/24,2022-01-04
2382,廣達,TW0002382009,"3,862,627,432","2,793,575,126","1,069,052,306",72.32,27.67,100.00,100.00,,110/05/17,2022-01-04
2417,圓剛,TW0002417003,"154,313,864","152,295,388","2,018,476",98.69,1.3,100.00,100.00,,110/10/08,2022-01-04
2357,華碩,TW0002357001,"742,760,280","360,518,742","382,241,538",48.53,51.46,100.00,100.00,,110/05/24,2022-01-05
2382,廣達,TW0002382009,"3,862,627,432","2,791,453,586","1,071,173,846",72.26,27.73,100.00,100.00,,110/05/17,2022-01-05
2417,圓剛,TW0002417003,"154,313,864","152,312,388","2,001,476",98.7,1.29,100.00,100.00,,110/10/08,2022-01-05
2357,華碩,TW0002357001,"742,760,280","360,637,998","382,122,282",48.55,51.44,100.00,100.00,,110/05/24,2022-01-06
2382,廣達,TW0002382009,"3,862,627,432","2,788,681,932","1,073,945,500",72.19,27.8,100.00,100.00,,110/05/17,2022-01-06
2417,圓剛,TW0002417003,"154,313,864","152,327,388","1,986,476",98.71,1.28,100.00,100.00,,110/10/08,2022-01-06
2357,華碩,TW0002357001,"742,760,280","361,131,633","381,628,647",48.62,51.37,100.00,100.00,,110/05/24,2022-01-07
2382,廣達,TW0002382009,"3,862,627,432","2,786,341,847","1,076,285,585",72.13,27.86,100.00,100.00,,110/05/17,2022-01-07
2417,圓剛,TW0002417003,"154,313,864","152,480,988","1,832,876",98.81,1.18,100.00,100.00,,110/10/08,2022-01-07
2357,華碩,TW0002357001,"742,760,280","361,057,022","381,703,258",48.61,51.38,100.00,100.00,,110/05/24,2022-01-10
2382,廣達,TW0002382009,"3,862,627,432","2,786,736,796","1,075,890,636",72.14,27.85,100.00,100.00,,110/05/17,2022-01-10
2417,圓剛,TW0002417003,"154,313,864","152,333,988","1,979,876",98.71,1.28,100.00,100.00,,110/10/08,2022-01-10
2357,華碩,TW0002357001,"742,760,280","361,055,822","381,704,458",48.61,51.38,100.00,100.00,,110/05/24,2022-01-11
2382,廣達,TW0002382009,"3,862,627,432","2,786,789,928","1,075,837,504",72.14,27.85,100.00,100.00,,110/05/17,2022-01-11
2417,圓剛,TW0002417003,"154,313,864","151,887,988","2,425,876",98.42,1.57,100.00,100.00,,110/10/08,2022-01-11
2357,華碩,TW0002357001,"742,760,280","361,118,964","381,641,316",48.61,51.38,100.00,100.00,,110/05/24,2022-01-12
2382,廣達,TW0002382009,"3,862,627,432","2,786,706,414","1,075,921,018",72.14,27.85,100.00,100.00,,110/05/17,2022-01-12
2417,圓剛,TW0002417003,"154,313,864","151,776,988","2,536,876",98.35,1.64,100.00,100.00,,110/10/08,2022-01-12
2357,華碩,TW0002357001,"742,760,280","360,604,214","382,156,066",48.54,51.45,100.00,100.00,,110/05/24,2022-01-13
2382,廣達,TW0002382009,"3,862,627,432","2,785,838,594","1,076,788,838",72.12,27.87,100.00,100.00,,110/05/17,2022-01-13
2417,圓剛,TW0002417003,"154,313,864","151,811,988","2,501,876",98.37,1.62,100.00,100.00,,110/10/08,2022-01-13
2357,華碩,TW0002357001,"742,760,280","360,603,223","382,157,057",48.54,51.45,100.00,100.00,,110/05/24,2022-01-14
2382,廣達,TW0002382009,"3,862,627,432","2,783,365,230","1,079,262,202",72.05,27.94,100.00,100.00,,110/05/17,2022-01-14
2417,圓剛,TW0002417003,"154,313,864","151,715,988","2,597,876",98.31,1.68,100.00,100.00,,110/10/08,2022-01-14
2357,華碩,TW0002357001,"742,760,280","360,470,613","382,289,667",48.53,51.46,100.00,100.00,,110/05/24,2022-01-17
2382,廣達,TW0002382009,"3,862,627,432","2,783,019,806","1,079,607,626",72.04,27.95,100.00,100.00,,110/05/17,2022-01-17
2417,圓剛,TW0002417003,"154,313,864","152,091,588","2,222,276",98.55,1.44,100.00,100.00,,110/10/08,2022-01-17
2357,華碩,TW0002357001,"742,760,280","359,654,803","383,105,477",48.42,51.57,100.00,100.00,,110/05/24,2022-01-18
2382,廣達,TW0002382009,"3,862,627,432","2,782,443,129","1,080,184,303",72.03,27.96,100.00,100.00,,110/05/17,2022-01-18
2417,圓剛,TW0002417003,"154,313,864","152,458,588","1,855,276",98.79,1.2,100.00,100.00,,110/10/08,2022-01-18
2357,華碩,TW0002357001,"742,760,280","359,333,435","383,426,845",48.37,51.62,100.00,100.00,,110/05/24,2022-01-19
2382,廣達,TW0002382009,"3,862,627,432","2,778,286,024","1,084,341,408",71.92,28.07,100.00,100.00,,110/05/17,2022-01-19
2417,圓剛,TW0002417003,"154,313,864","152,250,988","2,062,876",98.66,1.33,100.00,100.00,,110/10/08,2022-01-19
2357,華碩,TW0002357001,"742,760,280","359,319,510","383,440,770",48.37,51.62,100.00,100.00,,110/05/24,2022-01-20
2382,廣達,TW0002382009,"3,862,627,432","2,781,582,550","1,081,044,882",72.01,27.98,100.00,100.00,,110/05/17,2022-01-20
2417,圓剛,TW0002417003,"154,313,864","152,571,988","1,741,876",98.87,1.12,100.00,100.00,,110/10/08,2022-01-20
2357,華碩,TW0002357001,"742,760,280","359,144,694","383,615,586",48.35,51.64,100.00,100.00,,110/05/24,2022-01-21
2382,廣達,TW0002382009,"3,862,627,432","2,781,230,902","1,081,396,530",72.0,27.99,100.00,100.00,,110/05/17,2022-01-21
2417,圓剛,TW0002417003,"154,313,864","152,574,988","1,738,876",98.87,1.12,100.00,100.00,,110/10/08,2022-01-21
2357,華碩,TW0002357001,"742,760,280","361,862,024","380,898,256",48.71,51.28,100.00,100.00,,110/05/24,2022-01-24
