證券代號,證券名稱,國際證券編碼,發行股數,外資及陸資尚可投資股數,全體外資及陸資持有股數,外資及陸資尚可投資比率,全體外資及陸資持股比率,外資及陸資共用法令投資上限比率,陸資法令投資上限比率,與前日異動原因(註),最近一次上市公司申報外資及陸資持股異動日期,日期
2357,華碩,TW0002357001,"742,760,280","354,505,167","388,255,113",47.72,52.27,100.00,100.00,,110/05/24,2021-09-01
2382,廣達,TW0002382009,"3,862,627,432","2,851,770,485","1,010,856,947",73.82,26.17,100.00,100.00,,110/05/17,2021-09-01
2417,圓剛,TW0002417003,"192,892,330","187,470,809","5,421,521",97.18,2.81,100.00,100.00,,110/06/02,2021-09-01
2357,華碩,TW0002357001,"742,760,280","354,655,987","388,104,293",47.74,52.25,100.00,100.00,,110/05/24,2021-09-02
2382,廣達,TW0002382009,"3,862,627,432","2,852,469,389","1,010,158,043",73.84,26.15,100.00,100.00,,110/05/17,2021-09-02
2417,圓剛,TW0002417003,"192,892,330","187,902,809","4,989,521",97.41,2.58,100.00,100.00,,110/06/02,2021-09-02
2357,華碩,TW0002357001,"742,760,280","355,166,201","387,594,079",47.81,52.18,100.00,100.00,,110/05/24,2021-09-03
2382,廣達,TW0002382009,"3,862,627,432","2,851,049,344","1,011,578,088",73.81,26.18,100.00,100.00,,110/05/17,2021-09-03
2417,圓剛,TW0002417003,"192,892,330","187,927,809","4,964,521",97.42,2.57,100.00,100.00,,110/06/02,2021-09-03
2357,華碩,TW0002357001,"742,760,280","354,242,701","388,517,579",47.69,52.3,100.00,100.00,,110/05/24,2021-09-06
2382,廣達,TW0002382009,"3,862,627,432","2,849,980,972","1,012,646,460",73.78,26.21,100.00,100.00,,110/05/17,2021-09-06
2417,圓剛,TW0002417003,"192,892,330","188,958,809","3,933,521",97.96,2.03,100.00,100.00,,110/06/02,2021-09-06
2357,華碩,TW0002357001,"742,760,280","354,118,370","388,641,910",47.67,52.32,100.00,100.00,,110/05/24,2021-09-07
2382,廣達,TW0002382009,"3,862,627,432","2,848,775,143","1,013,852,289",73.75,26.24,100.00,100.00,,110/05/17,2021-09-07
2417,圓剛,TW0002417003,"192,892,330","188,842,809","4,049,521",97.9,2.09,100.00,100.00,,110/06/02,2021-09-07
2357,華碩,TW0002357001,"742,760,280","354,285,023","388,475,257",47.69,52.3,100.00,100.00,,110/05/24,2021-09-08
2382,廣達,TW0002382009,"3,862,627,432","2,849,938,743","1,012,688,689",73.78,26.21,100.00,100.00,,110/05/17,2021-09-08
2417,圓剛,TW0002417003,"192,892,330","189,271,174","3,621,156",98.12,1.87,100.00,100.00,,110/06/02,2021-09-08
2357,華碩,TW0002357001,"742,760,280","354,408,822","388,351,458",47.71,52.28,100.00,100.00,,110/05/24,2021-09-09
2382,廣達,TW0002382009,"3,862,627,432","2,850,734,099","1,011,893,333",73.8,26.19,100.00,100.00,,110/05/17,2021-09-09
2417,圓剛,TW0002417003,"192,892,330","189,868,174","3,024,156",98.43,1.56,100.00,100.00,,110/06/02,2021-09-09
2357,華碩,TW0002357001,"742,760,280","355,131,248","387,629,032",47.81,52.18,100.00,100.00,,110/05/24,2021-09-10
2382,廣達,TW0002382009,"3,862,627,432","2,852,383,026","1,010,244,406",73.84,26.15,100.00,100.00,,110/05/17,2021-09-10
2417,圓剛,TW0002417003,"192,892,330","189,924,174","2,968,156",98.46,1.53,100.00,100.00,,110/06/02,2021-09-10
