證券代號,證券名稱,國際證券編碼,發行股數,外資及陸資尚可投資股數,全體外資及陸資持有股數,外資及陸資尚可投資比率,全體外資及陸資持股比率,外資及陸資共用法令投資上限比率,陸資法令投資上限比率,與前日異動原因(註),最近一次上市公司申報外資及陸資持股異動日期,日期
2357,華碩,TW0002357001,"742,760,280","302,313,875","440,446,405",40.7,59.29,100.00,100.00,,108/06/04,2020-05-04
2382,廣達,TW0002382009,"3,862,627,432","2,844,648,543","1,017,978,889",73.64,26.35,100.00,100.00,,108/05/24,2020-05-04
2417,圓剛,TW0002417003,"192,892,330","185,918,900","6,973,430",96.38,3.61,100.00,100.00,,108/06/04,2020-05-04
2357,華碩,TW0002357001,"742,760,280","302,913,053","439,847,227",40.78,59.21,100.00,100.00,,108/06/04,2020-05-05
2382,廣達,TW0002382009,"3,862,627,432","2,848,325,703","1,014,301,729",73.74,26.25,100.00,100.00, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2382&date=10905' target=_blank>4</a>,108/05/24,2020-05-05
2417,圓剛,TW0002417003,"192,892,330","186,244,900","6,647,430",96.55,3.44,100.00,100.00,,108/06/04,2020-05-05
2357,華碩,TW0002357001,"742,760,280","303,787,718","438,972,562",40.89,59.1,100.00,100.00,,108/06/04,2020-05-06
2382,廣達,TW0002382009,"3,862,627,432","2,846,749,486","1,015,877,946",73.69,26.3,100.00,100.00,,108/05/24,2020-05-06
2417,圓剛,TW0002417003,"192,892,330","186,428,900","6,463,430",96.64,3.35,100.00,100.00,,108/06/04,2020-05-06
2357,華碩,TW0002357001,"742,760,280","304,058,718","438,701,562",40.93,59.06,100.00,100.00,,108/06/04,2020-05-07
2382,廣達,TW0002382009,"3,862,627,432","2,844,816,257","1,017,811,175",73.64,26.35,100.00,100.00,,108/05/24,2020-05-07
2417,圓剛,TW0002417003,"192,892,330","184,806,900","8,085,430",95.8,4.19,100.00,100.00,,108/06/04,2020-05-07
2357,華碩,TW0002357001,"742,760,280","303,466,559","439,293,721",40.85,59.14,100.00,100.00,,108/06/04,2020-05-08
2382,廣達,TW0002382009,"3,862,627,432","2,842,688,590","1,019,938,842",73.59,26.4,100.00,100.00,,108/05/24,2020-05-08
2417,圓剛,TW0002417003,"192,892,330","185,370,900","7,521,430",96.1,3.89,100.00,100.00,,108/06/04,2020-05-08
2357,華碩,TW0002357001,"742,760,280","303,230,949","439,529,331",40.82,59.17,100.00,100.00,,108/06/04,2020-05-11
2382,廣達,TW0002382009,"3,862,627,432","2,840,469,590","1,022,157,842",73.53,26.46,100.00,100.00,,108/05/24,2020-05-11
2417,圓剛,TW0002417003,"192,892,330","185,292,900","7,599,430",96.06,3.93,100.00,100.00,,108/06/04,2020-05-11
2357,華碩,TW0002357001,"742,760,280","303,423,659","439,336,621",40.85,59.14,100.00,100.00,,108/06/04,2020-05-12
2382,廣達,TW0002382009,"3,862,627,432","2,841,382,037","1,021,245,395",73.56,26.43,100.00,100.00,,108/05/24,2020-05-12
2417,圓剛,TW0002417003,"192,892,330","185,805,900","7,086,430",96.32,3.67,100.00,100.00,,108/06/04,2020-05-12
2357,華碩,TW0002357001,"742,760,280","303,267,600","439,492,680",40.82,59.17,100.00,100.00, <a href=' https://mops.twse.com.tw/server-java/t98sb03?step=1&TYPEK=sii&colorchg=1&kind=3&co_id=2357&date=10905' target=_blank>4</a>,108/06/04,2020-05-13
2382,廣達,TW0002382009,"3,862,627,432","2,838,110,549","1,024,516,883",73.47,26.52,100.00,100.00,,108/05/24,2020-05-13
2417,圓剛,TW0002417003,"192,892,330","186,566,900","6,325,430",96.72,3.27,100.00,100.00,,108/06/04,2020-05-13
2357,華碩,TW0002357001,"742,760,280","302,119,473","440,640,807",40.67,59.32,100.00,100.00,,108/06/04,2020-05-14
2382,廣達,TW0002382009,"3,862,627,432","2,835,101,160","1,027,526,272",73.39,26.6,100.00,100.00,,108/05/24,2020-05-14
2417,圓剛,TW0002417003,"192,892,330","186,387,900","6,504,430",96.62,3.37,100.00,100.00,,108/06/04,2020-05-14
2357,華碩,TW0002357001,"742,760,280","302,556,937","440,203,343",40.73,59.26,100.00,100.00,,108/06/04,2020-05-15
2382,廣達,TW0002382009,"3,862,627,432","2,831,203,792","1,031,423,640",73.29,26.7,100.00,100.00,,108/05/24,2020-05-15
2417,圓剛,TW0002417003,"192,892,330","185,442,900","7,449,430",96.13,3.86,100.00,100.00,,108/06/04,2020-05-15
2357,華碩,TW0002357001,"742,760,280","303,287,449","439,472,831",40.83,59.16,100.00,100.00,,108/06/04,2020-05-18
2382,廣達,TW0002382009,"3,862,627,432","2,822,856,768","1,039,770,664",73.08,26.91,100.00,100.00,,108/05/24,2020-05-18
2417,圓剛,TW0002417003,"192,892,330","184,626,900","8,265,430",95.71,4.28,100.00,100.00,,108/06/04,2020-05-18
2357,華碩,TW0002357001,"742,760,280","301,764,067","440,996,213",40.62,59.37,100.00,100.00,,108/06/04,2020-05-19
2382,廣達,TW0002382009,"3,862,627,432","2,817,209,364","1,045,418,068",72.93,27.06,100.00,100.00,,108/05/24,2020-05-19
2417,圓剛,TW0002417003,"192,892,330","185,232,900","7,659,430",96.02,3.97,100.00,100.00,,108/06/04,2020-05-19
2357,華碩,TW0002357001,"742,760,280","303,002,739","439,757,541",40.79,59.2,100.00,100.00,,108/06/04,2020-05-20
2382,廣達,TW0002382009,"3,862,627,432","2,813,613,617","1,049,013,815",72.84,27.15,100.00,100.00,,108/05/24,2020-05-20
2417,圓剛,TW0002417003,"192,892,330","184,866,900","8,025,430",95.83,4.16,100.00,100.00,,108/06/04,2020-05-20
2357,華碩,TW0002357001,"742,760,280","303,845,312","438,914,968",40.9,59.09,100.00,100.00,,108/06/04,2020-05-21
2382,廣達,TW0002382009,"3,862,627,432","2,808,451,338","1,054,176,094",72.7,27.29,100.00,100.00,,108/05/24,2020-05-21
2417,圓剛,TW0002417003,"192,892,330","184,316,900","8,575,430",95.55,4.44,100.00,100.00,,108/06/04,2020-05-21
2357,華碩,TW0002357001,"742,760,280","304,435,561","438,324,719",40.98,59.01,100.00,100.00,,108/06/04,2020-05-22
2382,廣達,TW0002382009,"3,862,627,432","2,811,489,854","1,051,137,578",72.78,27.21,100.00,100.00, <a href='https://mops.twse.com.tw/mops/web/t98sb02' target=_blank>2</a>,109/05/22,2020-05-22
