Date,Open,High,Low,Close,Adj Close,Volume
2019-01-02,12.812500,12.875000,12.687500,12.687500,10.976194,361698
2019-01-03,12.875000,12.937500,12.750000,12.875000,11.138403,146632
2019-01-04,12.750000,12.750000,12.500000,12.625000,10.922124,278410
2019-01-07,12.812500,12.812500,12.750000,12.812500,11.084332,86496
2019-01-08,12.750000,13.250000,12.750000,13.000000,11.246542,1082562
2019-01-09,13.125000,13.125000,12.937500,13.000000,11.246542,313601
2019-01-10,13.187500,13.187500,12.937500,13.000000,11.246542,237616
2019-01-11,13.125000,13.125000,13.000000,13.062500,11.300612,184545
2019-01-14,13.062500,13.312500,13.062500,13.062500,11.300612,326962
2019-01-15,13.062500,13.187500,13.000000,13.125000,11.354683,182568
2019-01-16,13.125000,13.437500,13.062500,13.250000,11.462823,301297
2019-01-17,13.312500,13.312500,13.062500,13.062500,11.300612,215208
2019-01-18,13.125000,13.562500,13.125000,13.437500,11.625032,1037688
2019-01-21,13.500000,13.687500,13.375000,13.500000,11.679102,407408
2019-01-22,13.562500,13.750000,13.375000,13.375000,11.570962,296001
2019-01-23,13.312500,13.375000,13.312500,13.375000,11.570962,138551
2019-01-24,13.375000,13.500000,13.312500,13.312500,11.516891,244810
2019-01-25,13.500000,13.562500,13.312500,13.312500,11.516891,279449
2019-01-28,13.500000,13.562500,13.312500,13.437500,11.625032,203564
2019-01-29,13.375000,13.437500,13.375000,13.437500,11.625032,148000
2019-01-30,13.562500,13.562500,13.375000,13.500000,11.679102,323209
2019-02-11,13.687500,13.687500,13.500000,13.500000,11.679102,299489
2019-02-12,13.750000,13.937500,13.625000,13.687500,11.841311,421891
2019-02-13,13.875000,13.937500,13.687500,13.750000,11.895381,549610
2019-02-14,13.937500,14.125000,13.750000,14.000000,12.111661,1090387
2019-02-15,14.000000,14.125000,13.750000,14.000000,12.111661,577804
2019-02-18,14.062500,14.062500,13.875000,13.937500,12.057592,276014
2019-02-19,14.000000,14.000000,13.875000,13.875000,12.003522,182913
2019-02-20,13.875000,14.062500,13.812500,13.875000,12.003522,339648
2019-02-21,14.375000,14.500000,14.187500,14.250000,12.327941,1253856
2019-02-22,14.937500,15.375000,14.750000,14.937500,12.922709,4407559
2019-02-25,15.125000,15.125000,14.750000,14.750000,12.760501,1640476
2019-02-26,14.750000,14.875000,14.500000,14.500000,12.544221,788967
2019-02-27,14.562500,14.687500,14.312500,14.312500,12.382010,547377
2019-03-04,14.187500,14.562500,14.000000,14.437500,12.490151,1788953
2019-03-05,14.375000,14.437500,14.187500,14.187500,12.273870,475300
2019-03-06,14.625000,14.875000,14.625000,14.625000,12.652361,1564065
2019-03-07,14.750000,14.750000,14.312500,14.375000,12.436080,727538
2019-03-08,14.375000,14.437500,14.250000,14.375000,12.436080,256899
2019-03-11,14.437500,14.875000,14.437500,14.875000,12.868639,768871
2019-03-12,15.000000,15.125000,14.750000,14.812500,12.814570,2605868
2019-03-13,14.750000,14.812500,14.625000,14.625000,12.652361,398024
2019-03-14,14.687500,14.750000,14.437500,14.500000,12.544221,423232
2019-03-15,14.500000,14.625000,14.500000,14.500000,12.544221,229404
2019-03-18,14.625000,14.625000,14.500000,14.500000,12.544221,296107
2019-03-19,14.562500,14.750000,14.500000,14.625000,12.652361,304872
2019-03-20,14.750000,15.187500,14.750000,15.062500,13.030849,2460028
2019-03-21,15.062500,15.125000,14.875000,14.875000,12.868639,719617
2019-03-22,15.000000,15.000000,14.625000,14.750000,12.760501,604103
2019-03-25,14.500000,14.500000,14.312500,14.312500,12.382010,797694
2019-03-26,14.437500,14.625000,14.312500,14.375000,12.436080,658437
2019-03-27,14.500000,14.687500,14.500000,14.687500,12.706429,428205
2019-03-28,14.812500,14.875000,14.625000,14.812500,12.814570,1064398
2019-03-29,15.062500,15.625000,14.937500,15.500000,13.409339,3764606
2019-04-01,15.500000,16.875000,15.250000,16.500000,14.274458,4353267
2019-04-02,16.562500,16.812500,16.125000,16.500000,14.274458,2726496
2019-04-03,16.500000,16.500000,16.250000,16.500000,14.274458,1278612
2019-04-08,16.500000,16.625000,16.187500,16.375000,14.166318,1314022
2019-04-09,16.375000,16.687500,16.187500,16.187500,14.004109,1715968
2019-04-10,16.187500,16.250000,15.875000,16.125000,13.950039,1104126
2019-04-11,16.250000,16.750000,16.187500,16.187500,14.004109,6098315
2019-04-12,16.250000,16.437500,15.812500,16.000000,13.841900,825777
2019-04-15,16.125000,16.125000,15.750000,15.875000,13.733758,611787
2019-04-16,15.937500,16.000000,15.750000,15.875000,13.733758,557892
2019-04-17,15.875000,16.437500,15.875000,16.250000,14.058176,855358
2019-04-18,16.250000,16.562500,15.875000,16.375000,14.166318,1927292
2019-04-19,16.375000,17.312500,16.375000,16.500000,14.274458,5413972
2019-04-22,16.437500,16.625000,16.125000,16.125000,13.950039,1403765
2019-04-23,16.125000,16.250000,16.125000,16.125000,13.950039,950760
2019-04-24,16.125000,16.250000,15.937500,15.937500,13.787828,562940
2019-04-25,16.000000,16.250000,15.937500,16.000000,13.841900,604631
2019-04-26,16.000000,16.062500,15.687500,15.687500,13.571548,647936
2019-04-29,15.750000,15.750000,15.125000,15.187500,13.138990,680329
2019-04-30,15.187500,15.375000,15.000000,15.312500,13.247130,467360
2019-05-02,15.312500,16.000000,15.312500,16.000000,13.841900,1678880
2019-05-03,15.937500,16.125000,15.812500,15.937500,13.787828,739055
2019-05-06,15.875000,15.875000,15.625000,15.687500,13.571548,545954
2019-05-07,16.000000,16.437500,16.000000,16.312500,14.112249,1296692
2019-05-08,16.187500,17.000000,16.000000,17.000000,14.707017,3256434
2019-05-09,17.375000,17.625000,16.312500,16.312500,14.112249,6384508
2019-05-10,16.375000,17.000000,16.062500,16.187500,14.004109,2159360
2019-05-13,16.062500,16.437500,15.875000,15.937500,13.787828,746592
2019-05-14,15.625000,15.937500,15.437500,15.750000,13.625620,865040
2019-05-15,15.437500,15.437500,14.625000,14.687500,12.706429,2665924
2019-05-16,14.687500,14.812500,14.187500,14.187500,12.273870,993006
2019-05-17,14.250000,14.500000,13.750000,13.750000,11.895381,977321
2019-05-20,14.125000,14.125000,13.500000,13.500000,11.679102,604161
2019-05-21,13.500000,13.750000,13.312500,13.687500,11.841311,462618
2019-05-22,13.812500,13.875000,13.750000,13.812500,11.949452,297235
2019-05-23,13.812500,13.812500,13.500000,13.562500,11.733171,384800
2019-05-24,13.625000,13.750000,13.625000,13.625000,11.787241,229632
2019-05-27,13.750000,13.750000,13.375000,13.437500,11.625032,313634
2019-05-28,13.500000,13.625000,13.375000,13.500000,11.679102,403200
2019-05-29,13.437500,13.875000,13.375000,13.625000,11.787241,470412
2019-05-30,13.625000,13.687500,13.562500,13.625000,11.787241,213585
2019-05-31,13.750000,13.875000,13.625000,13.875000,12.003522,347201
2019-06-03,13.750000,13.750000,13.625000,13.625000,11.787241,191200
2019-06-04,13.687500,13.812500,13.625000,13.625000,11.787241,240232
2019-06-05,13.812500,13.812500,13.625000,13.625000,11.787241,206753
2019-06-06,13.625000,13.687500,13.500000,13.500000,11.679102,210160
2019-06-10,13.625000,13.625000,13.500000,13.625000,11.787241,109939
2019-06-11,13.562500,13.687500,13.500000,13.625000,11.787241,180303
2019-06-12,13.562500,13.812500,13.562500,13.750000,11.895381,271611
2019-06-13,13.687500,13.812500,13.687500,13.687500,11.841311,131201
2019-06-14,13.687500,13.875000,13.687500,13.812500,11.949452,205816
2019-06-17,13.812500,13.875000,13.750000,13.750000,11.895381,172156
2019-06-18,13.750000,13.875000,13.687500,13.875000,12.003522,164745
2019-06-19,14.000000,14.062500,13.812500,13.875000,12.003522,263548
2019-06-20,13.812500,13.937500,13.812500,13.875000,12.003522,162800
2019-06-21,13.937500,14.312500,13.875000,14.312500,12.382010,1017052
2019-06-24,14.437500,14.562500,14.000000,14.187500,12.273870,445052
2019-06-25,14.125000,14.250000,13.937500,14.000000,12.111661,258400
2019-06-26,13.937500,13.937500,13.812500,13.812500,11.949452,278680
2019-06-27,13.875000,13.937500,13.750000,13.812500,11.949452,217120
2019-06-28,13.875000,13.937500,13.812500,13.875000,12.003522,147415
2019-07-01,14.000000,14.062500,13.937500,14.000000,12.111661,169036
2019-07-02,14.000000,14.062500,13.812500,13.812500,11.949452,250524
2019-07-03,13.875000,13.875000,13.750000,13.812500,11.949452,246678
2019-07-04,13.875000,13.937500,13.812500,13.937500,12.057592,239208
2019-07-05,14.000000,14.062500,13.937500,14.062500,12.165731,195084
